ID,Año del hecho,Sexo de la victima,Grupo de edad de la victima,Mes del hecho,Dia del hecho,Departamento del hecho DANE,Municipio del hecho DANE,Lesion fatal de causa externa,Estado
211,2016,Mujer,(55 a 59),Enero,Lunes,Cundinamarca,Girardot,Violenta - Muertes en accidentes de transporte,Datos definitivos
212,2016,Hombre,(05 a 09),Enero,Martes,Cundinamarca,Tocaima,Violenta - Muertes en accidentes de transporte,Datos definitivos
213,2016,Hombre,(50 a 54),Enero,Domingo,Cundinamarca,Nilo,Violenta - Muertes en accidentes de transporte,Datos definitivos
214,2016,Hombre,(20 a 24),Enero,Miércoles,Cundinamarca,Girardot,Violenta - Muertes en accidentes de transporte,Datos definitivos
215,2016,Hombre,(30 a 34),Enero,Viernes,Guaviare,San José del Guaviare,Violenta - Muertes en accidentes de transporte,Datos definitivos
216,2016,Hombre,(25 a 29),Enero,Domingo,Meta,Granada,Violenta - Muertes en accidentes de transporte,Datos definitivos
217,2016,Hombre,(55 a 59),Enero,Miércoles,Meta,Fuente de Oro,Violenta - Muertes en accidentes de transporte,Datos definitivos
218,2016,Hombre,(35 a 39),Enero,Jueves,Meta,Vistahermosa,Violenta - Muertes en accidentes de transporte,Datos definitivos
219,2016,Mujer,(25 a 29),Enero,Miércoles,Tolima,Ibagué,Violenta - Muertes en accidentes de transporte,Datos definitivos
220,2016,Hombre,(25 a 29),Enero,Martes,Tolima,Cajamarca,Violenta - Muertes en accidentes de transporte,Datos definitivos
221,2016,Hombre,(45 a 49),Enero,Viernes,Tolima,San Luis,Violenta - Muertes en accidentes de transporte,Datos definitivos
222,2016,Hombre,(20 a 24),Enero,Martes,Tolima,Ibagué,Violenta - Muertes en accidentes de transporte,Datos definitivos
223,2016,Hombre,(40 a 44),Enero,Lunes,Tolima,Ibagué,Violenta - Muertes en accidentes de transporte,Datos definitivos
224,2016,Hombre,(18 a 19),Enero,Lunes,Tolima,Ibagué,Violenta - Muertes en accidentes de transporte,Datos definitivos
225,2016,Hombre,(20 a 24),Enero,Miércoles,Cundinamarca,Cáqueza,Violenta - Muertes en accidentes de transporte,Datos definitivos
226,2016,Hombre,(40 a 44),Enero,Jueves,Nariño,Ipiales,Violenta - Muertes en accidentes de transporte,Datos definitivos
227,2016,Hombre,(45 a 49),Enero,Sábado,Nariño,Sapuyes,Violenta - Muertes en accidentes de transporte,Datos definitivos
228,2016,Hombre,(35 a 39),Enero,Domingo,Nariño,Ipiales,Violenta - Muertes en accidentes de transporte,Datos definitivos
229,2016,Hombre,(15 a 17),Enero,Martes,Antioquia,Heliconia,Violenta - Muertes en accidentes de transporte,Datos definitivos
230,2016,Hombre,(70 a 74),Enero,Sábado,Antioquia,Caldas,Violenta - Muertes en accidentes de transporte,Datos definitivos
231,2016,Hombre,(75 a 79),Enero,Miércoles,Antioquia,Itagüí,Violenta - Muertes en accidentes de transporte,Datos definitivos
232,2016,Hombre,(18 a 19),Enero,Martes,Antioquia,Caldas,Violenta - Muertes en accidentes de transporte,Datos definitivos
233,2016,Hombre,(50 a 54),Enero,Martes,Cundinamarca,Puerto Salgar,Violenta - Muertes en accidentes de transporte,Datos definitivos
234,2016,Hombre,(75 a 79),Enero,Domingo,Cundinamarca,El Colegio,Violenta - Muertes en accidentes de transporte,Datos definitivos
235,2016,Mujer,(40 a 44),Enero,Domingo,Cundinamarca,Anapoima,Violenta - Muertes en accidentes de transporte,Datos definitivos
236,2016,Mujer,(45 a 49),Enero,Domingo,Cundinamarca,Anapoima,Violenta - Muertes en accidentes de transporte,Datos definitivos
237,2016,Mujer,(45 a 49),Enero,Domingo,Cundinamarca,Anapoima,Violenta - Muertes en accidentes de transporte,Datos definitivos
238,2016,Hombre,(30 a 34),Enero,Lunes,Cundinamarca,La Mesa,Violenta - Muertes en accidentes de transporte,Datos definitivos
239,2016,Hombre,(20 a 24),Enero,Miércoles,Córdoba,Moñitos,Violenta - Muertes en accidentes de transporte,Datos definitivos
240,2016,Mujer,(15 a 17),Enero,Lunes,Córdoba,San Bernardo del Viento,Violenta - Muertes en accidentes de transporte,Datos definitivos
241,2016,Hombre,(55 a 59),Enero,Viernes,Bolívar,Magangué,Violenta - Muertes en accidentes de transporte,Datos definitivos
242,2016,Hombre,(35 a 39),Enero,Domingo,Bolívar,Magangué,Violenta - Muertes en accidentes de transporte,Datos definitivos
243,2016,Hombre,(25 a 29),Enero,Sábado,Bolívar,Magangué,Violenta - Muertes en accidentes de transporte,Datos definitivos
244,2016,Mujer,(15 a 17),Enero,Domingo,La Guajira,Maicao,Violenta - Muertes en accidentes de transporte,Datos definitivos
245,2016,Hombre,(25 a 29),Enero,Domingo,La Guajira,Albania,Violenta - Muertes en accidentes de transporte,Datos definitivos
246,2016,Mujer,(40 a 44),Enero,Sábado,Risaralda,Quinchía,Violenta - Muertes en accidentes de transporte,Datos definitivos
247,2016,Hombre,(50 a 54),Enero,Miércoles,Caldas,Manizales,Violenta - Muertes en accidentes de transporte,Datos definitivos
248,2016,Hombre,(18 a 19),Enero,Martes,Caldas,Manizales,Violenta - Muertes en accidentes de transporte,Datos definitivos
249,2016,Hombre,(80 y más),Enero,Viernes,Caldas,Manizales,Violenta - Muertes en accidentes de transporte,Datos definitivos
250,2016,Hombre,(30 a 34),Enero,Miércoles,Caldas,Riosucio,Violenta - Muertes en accidentes de transporte,Datos definitivos
251,2016,Mujer,(35 a 39),Enero,Viernes,Tolima,Ambalema,Violenta - Muertes en accidentes de transporte,Datos definitivos
252,2016,Mujer,(30 a 34),Enero,Viernes,Tolima,Ambalema,Violenta - Muertes en accidentes de transporte,Datos definitivos
253,2016,Hombre,(35 a 39),Enero,Viernes,Antioquia,Girardota,Violenta - Muertes en accidentes de transporte,Datos definitivos
254,2016,Hombre,(20 a 24),Enero,Sábado,Antioquia,Medellín,Violenta - Muertes en accidentes de transporte,Datos definitivos
255,2016,Hombre,(55 a 59),Enero,Sábado,Antioquia,Medellín,Violenta - Muertes en accidentes de transporte,Datos definitivos
256,2016,Hombre,(30 a 34),Enero,Domingo,Antioquia,Barbosa,Violenta - Muertes en accidentes de transporte,Datos definitivos
257,2016,Hombre,(05 a 09),Enero,Jueves,Antioquia,Girardota,Violenta - Muertes en accidentes de transporte,Datos definitivos
258,2016,Mujer,(45 a 49),Enero,Jueves,Antioquia,Medellín,Violenta - Muertes en accidentes de transporte,Datos definitivos
259,2016,Hombre,(30 a 34),Enero,Sábado,Antioquia,Bello,Violenta - Muertes en accidentes de transporte,Datos definitivos
260,2016,Hombre,(20 a 24),Enero,Domingo,Antioquia,Girardota,Violenta - Muertes en accidentes de transporte,Datos definitivos
261,2016,Hombre,(45 a 49),Enero,Domingo,Antioquia,Medellín,Violenta - Muertes en accidentes de transporte,Datos definitivos
262,2016,Hombre,(55 a 59),Enero,Lunes,Antioquia,Medellín,Violenta - Muertes en accidentes de transporte,Datos definitivos
263,2016,Hombre,(20 a 24),Enero,Lunes,Antioquia,Santa Rosa de Osos,Violenta - Muertes en accidentes de transporte,Datos definitivos
264,2016,Hombre,(35 a 39),Enero,Sábado,Antioquia,Medellín,Violenta - Muertes en accidentes de transporte,Datos definitivos
265,2016,Hombre,(25 a 29),Enero,Domingo,Antioquia,Medellín,Violenta - Muertes en accidentes de transporte,Datos definitivos
266,2016,Hombre,(25 a 29),Enero,Lunes,Antioquia,Medellín,Violenta - Muertes en accidentes de transporte,Datos definitivos
267,2016,Hombre,(45 a 49),Enero,Martes,Antioquia,Girardota,Violenta - Muertes en accidentes de transporte,Datos definitivos
268,2016,Hombre,(20 a 24),Enero,Martes,Antioquia,Medellín,Violenta - Muertes en accidentes de transporte,Datos definitivos
269,2016,Mujer,(10 a 14),Enero,Viernes,Antioquia,Medellín,Violenta - Muertes en accidentes de transporte,Datos definitivos
270,2016,Hombre,(20 a 24),Enero,Domingo,Antioquia,Medellín,Violenta - Muertes en accidentes de transporte,Datos definitivos
271,2016,Hombre,(35 a 39),Enero,Sábado,Antioquia,Medellín,Violenta - Muertes en accidentes de transporte,Datos definitivos
272,2016,Hombre,(20 a 24),Enero,Domingo,Antioquia,Medellín,Violenta - Muertes en accidentes de transporte,Datos definitivos
273,2016,Hombre,(20 a 24),Enero,Domingo,Antioquia,Medellín,Violenta - Muertes en accidentes de transporte,Datos definitivos
274,2016,Hombre,(50 a 54),Enero,Domingo,Antioquia,Medellín,Violenta - Muertes en accidentes de transporte,Datos definitivos
275,2016,Hombre,(50 a 54),Enero,Viernes,Antioquia,La Pintada,Violenta - Muertes en accidentes de transporte,Datos definitivos
276,2016,Mujer,(25 a 29),Enero,Sábado,Antioquia,Medellín,Violenta - Muertes en accidentes de transporte,Datos definitivos
277,2016,Hombre,(45 a 49),Enero,Miércoles,Antioquia,Girardota,Violenta - Muertes en accidentes de transporte,Datos definitivos
278,2016,Hombre,(60 a 64),Enero,Sábado,Antioquia,Medellín,Violenta - Muertes en accidentes de transporte,Datos definitivos
279,2016,Hombre,(20 a 24),Enero,Miércoles,Antioquia,Bello,Violenta - Muertes en accidentes de transporte,Datos definitivos
280,2016,Hombre,(80 y más),Enero,Miércoles,Antioquia,Giraldo,Violenta - Muertes en accidentes de transporte,Datos definitivos
281,2016,Hombre,(15 a 17),Enero,Viernes,Antioquia,Donmatías,Violenta - Muertes en accidentes de transporte,Datos definitivos
282,2016,Hombre,(30 a 34),Enero,Sábado,Putumayo,Mocoa,Violenta - Muertes en accidentes de transporte,Datos definitivos
283,2016,Hombre,(20 a 24),Enero,Domingo,Córdoba,Montelíbano,Violenta - Muertes en accidentes de transporte,Datos definitivos
284,2016,Mujer,(75 a 79),Enero,Miércoles,Córdoba,Montería,Violenta - Muertes en accidentes de transporte,Datos definitivos
285,2016,Hombre,(40 a 44),Enero,Sábado,Córdoba,Montería,Violenta - Muertes en accidentes de transporte,Datos definitivos
286,2016,Hombre,(75 a 79),Enero,Sábado,Antioquia,Valdivia,Violenta - Muertes en accidentes de transporte,Datos definitivos
287,2016,Hombre,(80 y más),Enero,Miércoles,Córdoba,Montería,Violenta - Muertes en accidentes de transporte,Datos definitivos
288,2016,Hombre,(45 a 49),Enero,Jueves,Córdoba,Montería,Violenta - Muertes en accidentes de transporte,Datos definitivos
289,2016,Mujer,(75 a 79),Enero,Miércoles,Córdoba,Montería,Violenta - Muertes en accidentes de transporte,Datos definitivos
290,2016,Hombre,(45 a 49),Enero,Domingo,Córdoba,Montería,Violenta - Muertes en accidentes de transporte,Datos definitivos
291,2016,Mujer,(15 a 17),Enero,Domingo,Córdoba,Montería,Violenta - Muertes en accidentes de transporte,Datos definitivos
292,2016,Hombre,(05 a 09),Enero,Sábado,Córdoba,Tierralta,Violenta - Muertes en accidentes de transporte,Datos definitivos
293,2016,Hombre,(75 a 79),Enero,Viernes,Córdoba,Montería,Violenta - Muertes en accidentes de transporte,Datos definitivos
294,2016,Hombre,(55 a 59),Enero,Sábado,Córdoba,Montería,Violenta - Muertes en accidentes de transporte,Datos definitivos
295,2016,Hombre,(75 a 79),Enero,Jueves,Córdoba,Montería,Violenta - Muertes en accidentes de transporte,Datos definitivos
296,2016,Hombre,(60 a 64),Enero,Lunes,Córdoba,Montería,Violenta - Muertes en accidentes de transporte,Datos definitivos
297,2016,Mujer,(35 a 39),Enero,Lunes,Córdoba,Montería,Violenta - Muertes en accidentes de transporte,Datos definitivos
298,2016,Hombre,(15 a 17),Enero,Viernes,Antioquia,San Juan de Urabá,Violenta - Muertes en accidentes de transporte,Datos definitivos
299,2016,Hombre,(50 a 54),Enero,Domingo,Córdoba,Moñitos,Violenta - Muertes en accidentes de transporte,Datos definitivos
300,2016,Hombre,(40 a 44),Enero,Sábado,Córdoba,Puerto Libertador,Violenta - Muertes en accidentes de transporte,Datos definitivos
301,2016,Hombre,(50 a 54),Enero,Lunes,Cundinamarca,Chía,Violenta - Muertes en accidentes de transporte,Datos definitivos
302,2016,Hombre,(20 a 24),Enero,Sábado,Cundinamarca,Chía,Violenta - Muertes en accidentes de transporte,Datos definitivos
303,2016,Hombre,(80 y más),Enero,Lunes,Cundinamarca,Chía,Violenta - Muertes en accidentes de transporte,Datos definitivos
304,2016,Hombre,(45 a 49),Enero,Lunes,Cundinamarca,Fúquene,Violenta - Muertes en accidentes de transporte,Datos definitivos
305,2016,Hombre,(30 a 34),Enero,Jueves,Cundinamarca,Chía,Violenta - Muertes en accidentes de transporte,Datos definitivos
306,2016,Hombre,(70 a 74),Enero,Jueves,Cundinamarca,Tocancipá,Violenta - Muertes en accidentes de transporte,Datos definitivos
307,2016,Hombre,(25 a 29),Enero,Viernes,Cundinamarca,Cajicá,Violenta - Muertes en accidentes de transporte,Datos definitivos
308,2016,Hombre,(20 a 24),Enero,Viernes,Cundinamarca,Chía,Violenta - Muertes en accidentes de transporte,Datos definitivos
309,2016,Hombre,(30 a 34),Enero,Lunes,Cundinamarca,Chía,Violenta - Muertes en accidentes de transporte,Datos definitivos
310,2016,Mujer,(60 a 64),Enero,Jueves,Cundinamarca,Mosquera,Violenta - Muertes en accidentes de transporte,Datos definitivos
311,2016,Hombre,(30 a 34),Enero,Sábado,Cundinamarca,Madrid,Violenta - Muertes en accidentes de transporte,Datos definitivos
312,2016,Hombre,(45 a 49),Enero,Jueves,Cundinamarca,Madrid,Violenta - Muertes en accidentes de transporte,Datos definitivos
313,2016,Hombre,(20 a 24),Enero,Jueves,Cundinamarca,Funza,Violenta - Muertes en accidentes de transporte,Datos definitivos
314,2016,Hombre,(25 a 29),Enero,Domingo,Cundinamarca,Funza,Violenta - Muertes en accidentes de transporte,Datos definitivos
315,2016,Hombre,(35 a 39),Enero,Sábado,Cundinamarca,Tenjo,Violenta - Muertes en accidentes de transporte,Datos definitivos
316,2016,Hombre,(40 a 44),Enero,Sábado,Antioquia,Mutatá,Violenta - Muertes en accidentes de transporte,Datos definitivos
317,2016,Hombre,(30 a 34),Enero,Viernes,Huila,Palermo,Violenta - Muertes en accidentes de transporte,Datos definitivos
318,2016,Hombre,(30 a 34),Enero,Viernes,Huila,Neiva,Violenta - Muertes en accidentes de transporte,Datos definitivos
319,2016,Hombre,(50 a 54),Enero,Sábado,Huila,Neiva,Violenta - Muertes en accidentes de transporte,Datos definitivos
320,2016,Mujer,(18 a 19),Enero,Miércoles,Huila,Neiva,Violenta - Muertes en accidentes de transporte,Datos definitivos
321,2016,Hombre,(70 a 74),Enero,Miércoles,Huila,Neiva,Violenta - Muertes en accidentes de transporte,Datos definitivos
322,2016,Hombre,(60 a 64),Enero,Miércoles,Huila,Gigante,Violenta - Muertes en accidentes de transporte,Datos definitivos
323,2016,Hombre,(20 a 24),Enero,Domingo,Huila,Neiva,Violenta - Muertes en accidentes de transporte,Datos definitivos
324,2016,Hombre,(20 a 24),Enero,Domingo,Huila,Aipe,Violenta - Muertes en accidentes de transporte,Datos definitivos
325,2016,Mujer,(55 a 59),Enero,Domingo,Huila,Neiva,Violenta - Muertes en accidentes de transporte,Datos definitivos
326,2016,Mujer,(75 a 79),Enero,Lunes,Huila,Neiva,Violenta - Muertes en accidentes de transporte,Datos definitivos
327,2016,Hombre,(65 a 69),Enero,Martes,Norte de Santander,El Carmen,Violenta - Muertes en accidentes de transporte,Datos definitivos
328,2016,Hombre,(20 a 24),Enero,Domingo,Valle del Cauca,El Cerrito,Violenta - Muertes en accidentes de transporte,Datos definitivos
329,2016,Mujer,(15 a 17),Enero,Lunes,Valle del Cauca,Palmira,Violenta - Muertes en accidentes de transporte,Datos definitivos
330,2016,Hombre,(50 a 54),Enero,Lunes,Valle del Cauca,Palmira,Violenta - Muertes en accidentes de transporte,Datos definitivos
331,2016,Hombre,(75 a 79),Enero,Jueves,Valle del Cauca,El Cerrito,Violenta - Muertes en accidentes de transporte,Datos definitivos
332,2016,Hombre,(25 a 29),Enero,Domingo,Valle del Cauca,Palmira,Violenta - Muertes en accidentes de transporte,Datos definitivos
333,2016,Hombre,(40 a 44),Enero,Martes,Valle del Cauca,Candelaria,Violenta - Muertes en accidentes de transporte,Datos definitivos
334,2016,Hombre,(20 a 24),Enero,Miércoles,Valle del Cauca,El Cerrito,Violenta - Muertes en accidentes de transporte,Datos definitivos
335,2016,Hombre,(60 a 64),Enero,Viernes,Nariño,Imués,Violenta - Muertes en accidentes de transporte,Datos definitivos
336,2016,Hombre,(25 a 29),Enero,Viernes,Putumayo,Orito,Violenta - Muertes en accidentes de transporte,Datos definitivos
337,2016,Hombre,(30 a 34),Enero,Sábado,Nariño,Pasto,Violenta - Muertes en accidentes de transporte,Datos definitivos
338,2016,Mujer,(30 a 34),Enero,Sábado,Nariño,Pasto,Violenta - Muertes en accidentes de transporte,Datos definitivos
339,2016,Hombre,(25 a 29),Enero,Sábado,Nariño,Pasto,Violenta - Muertes en accidentes de transporte,Datos definitivos
340,2016,Hombre,(35 a 39),Enero,Miércoles,Nariño,La Florida,Violenta - Muertes en accidentes de transporte,Datos definitivos
341,2016,Hombre,(18 a 19),Enero,Martes,Putumayo,Orito,Violenta - Muertes en accidentes de transporte,Datos definitivos
342,2016,Hombre,(20 a 24),Enero,Viernes,Nariño,Santacruz,Violenta - Muertes en accidentes de transporte,Datos definitivos
343,2016,Hombre,(40 a 44),Enero,Domingo,Nariño,Pasto,Violenta - Muertes en accidentes de transporte,Datos definitivos
344,2016,Mujer,(50 a 54),Enero,Lunes,Nariño,Pasto,Violenta - Muertes en accidentes de transporte,Datos definitivos
345,2016,Hombre,(25 a 29),Enero,Sábado,Putumayo,Orito,Violenta - Muertes en accidentes de transporte,Datos definitivos
346,2016,Hombre,(20 a 24),Enero,Domingo,Cauca,Patía,Violenta - Muertes en accidentes de transporte,Datos definitivos
347,2016,Mujer,(35 a 39),Enero,Viernes,Casanare,Paz de Ariporo,Violenta - Muertes en accidentes de transporte,Datos definitivos
348,2016,Mujer,(60 a 64),Enero,Viernes,Casanare,Paz de Ariporo,Violenta - Muertes en accidentes de transporte,Datos definitivos
349,2016,Hombre,(25 a 29),Enero,Viernes,Valle del Cauca,Cartago,Violenta - Muertes en accidentes de transporte,Datos definitivos
350,2016,Hombre,(80 y más),Enero,Jueves,Risaralda,Dosquebradas,Violenta - Muertes en accidentes de transporte,Datos definitivos
351,2016,Hombre,(80 y más),Enero,Viernes,Valle del Cauca,Cartago,Violenta - Muertes en accidentes de transporte,Datos definitivos
352,2016,Hombre,(55 a 59),Enero,Domingo,Valle del Cauca,Cartago,Violenta - Muertes en accidentes de transporte,Datos definitivos
353,2016,Hombre,(45 a 49),Enero,Miércoles,Risaralda,Pereira,Violenta - Muertes en accidentes de transporte,Datos definitivos
354,2016,Hombre,(25 a 29),Enero,Viernes,Chocó,Tadó,Violenta - Muertes en accidentes de transporte,Datos definitivos
355,2016,Hombre,(20 a 24),Enero,Miércoles,Huila,Acevedo,Violenta - Muertes en accidentes de transporte,Datos definitivos
356,2016,Hombre,(70 a 74),Enero,Viernes,Huila,San Agustín,Violenta - Muertes en accidentes de transporte,Datos definitivos
357,2016,Hombre,(25 a 29),Enero,Viernes,Huila,San Agustín,Violenta - Muertes en accidentes de transporte,Datos definitivos
